"","County","Year","Month","laborforce","emplab","unemp","unemprate"
"2083","Lassen",2010,"Jul",11870,10240,1630,13.7
"2084","Lassen",2010,"Aug",11900,10380,1530,12.8
"2085","Lassen",2010,"Sep",11910,10460,1450,12.2
"2086","Lassen",2010,"Oct",12720,11230,1480,11.7
"2087","Lassen",2010,"Nov",12120,10500,1620,13.4
"2088","Lassen",2010,"Dec",12030,10320,1720,14.3
"2089","Lassen",2011,"Jan",12350,10420,1940,15.7
"2090","Lassen",2011,"Feb",11780,9900,1880,16
"2091","Lassen",2011,"Mar",11780,9940,1830,15.6
"2092","Lassen",2011,"Apr",11730,10090,1640,14
"2093","Lassen",2011,"May",11630,10120,1510,13
"2094","Lassen",2011,"Jun",11680,10120,1550,13.3
"2095","Lassen",2011,"Jul",11520,9980,1540,13.3
"2096","Lassen",2011,"Aug",11570,10090,1480,12.8
"2097","Lassen",2011,"Sep",11910,10520,1390,11.6
"2098","Lassen",2011,"Oct",12660,11240,1420,11.2
"2099","Lassen",2011,"Nov",11440,9980,1460,12.7
"2100","Lassen",2011,"Dec",11390,9880,1510,13.3
"2101","Lassen",2012,"Jan",11850,10140,1720,14.5
"2102","Lassen",2012,"Feb",11430,9680,1760,15.4
"2103","Lassen",2012,"Mar",11450,9720,1740,15.2
"2104","Lassen",2012,"Apr",11170,9650,1530,13.7
"2105","Lassen",2012,"May",11180,9780,1400,12.6
"2106","Lassen",2012,"Jun",11220,9820,1400,12.5
"2107","Lassen",2012,"Jul",11230,9830,1400,12.4
"2108","Lassen",2012,"Aug",11310,10000,1310,11.6
"2109","Lassen",2012,"Sep",12070,10890,1180,9.8
"2110","Lassen",2012,"Oct",12620,11440,1180,9.3
"2111","Lassen",2012,"Nov",11150,9920,1230,11
"2112","Lassen",2012,"Dec",11170,9820,1340,12
"2113","Lassen",2013,"Jan",11650,10150,1510,12.9
"2114","Lassen",2013,"Feb",10910,9490,1420,13
"2115","Lassen",2013,"Mar",10880,9530,1350,12.4
"2116","Lassen",2013,"Apr",10890,9710,1190,10.9
"2117","Lassen",2013,"May",10910,9850,1060,9.7
"2118","Lassen",2013,"Jun",10820,9720,1100,10.2
"2119","Lassen",2013,"Jul",10910,9810,1100,10.1
"2120","Lassen",2013,"Aug",10970,9930,1040,9.5
"2121","Lassen",2013,"Sep",11390,10420,970,8.6
"2122","Lassen",2013,"Oct",11390,10350,1040,9.1
"2123","Lassen",2013,"Nov",10870,9740,1130,10.4
"2124","Lassen",2013,"Dec",10780,9650,1130,10.5
"2125","Lassen",2014,"Jan",11230,9960,1280,11.4
"2126","Lassen",2014,"Feb",10640,9340,1310,12.3
"2127","Lassen",2014,"Mar",10780,9510,1270,11.7
"2128","Lassen",2014,"Apr",10750,9700,1050,9.8
"2129","Lassen",2014,"May",10770,9870,900,8.4
"2130","Lassen",2014,"Jun",10670,9760,910,8.5
"2131","Lassen",2014,"Jul",10680,9760,930,8.7
"2132","Lassen",2014,"Aug",10640,9770,870,8.2
"2133","Lassen",2014,"Sep",10780,9990,780,7.3
"2134","Lassen",2014,"Oct",11720,10930,790,6.7
"2135","Lassen",2014,"Nov",10890,10020,880,8.1
"2136","Lassen",2014,"Dec",11010,10100,910,8.3
"2137","Lassen",2015,"Jan",11200,10150,1050,9.3
"2138","Lassen",2015,"Feb",11110,10110,1010,9
"2139","Lassen",2015,"Mar",10700,9780,930,8.6
"2140","Lassen",2015,"Apr",10670,9860,810,7.6
"2141","Lassen",2015,"May",10890,10140,750,6.9
"2142","Lassen",2015,"Jun",10880,10160,720,6.7
"2143","Lassen",2015,"Jul",10700,9960,740,6.9
"2144","Lassen",2015,"Aug",10650,9960,690,6.5
"2145","Lassen",2015,"Sep",10750,10130,620,5.7
"2146","Lassen",2015,"Oct",11480,10830,650,5.7
"2147","Lassen",2015,"Nov",10820,10080,740,6.9
"2148","Lassen",2015,"Dec",10860,10050,810,7.4
"2149","Lassen",2016,"Jan",10990,10080,910,8.3
"2150","Lassen",2016,"Feb",10790,9890,900,8.3
"2151","Lassen",2016,"Mar",10620,9750,880,8.2
"2152","Lassen",2016,"Apr",10580,9840,740,6.9
"2153","Lassen",2016,"May",10660,10020,630,5.9
"2154","Lassen",2016,"Jun",10670,9960,710,6.6
"2155","Lassen",2016,"Jul",10680,9970,710,6.7
"2156","Lassen",2016,"Aug",10770,10110,650,6.1
"2157","Lassen",2016,"Sep",11090,10460,620,5.6
"2158","Lassen",2016,"Oct",11620,10990,630,5.4
"2159","Lassen",2016,"Nov",10930,10260,670,6.1
"2160","Lassen",2016,"Dec",10870,10130,730,6.7
"2161","Los Angeles",2007,"Jan",4816400,4572300,244100,5.1
"2162","Los Angeles",2007,"Feb",4835300,4603400,231900,4.8
"2163","Los Angeles",2007,"Mar",4842000,4611800,230200,4.8
"2164","Los Angeles",2007,"Apr",4829200,4608900,220300,4.6
"2165","Los Angeles",2007,"May",4822500,4604400,218100,4.5
"2166","Los Angeles",2007,"Jun",4845300,4606100,239200,4.9
"2167","Los Angeles",2007,"Jul",4905100,4628700,276400,5.6
"2168","Los Angeles",2007,"Aug",4885600,4624300,261400,5.3
"2169","Los Angeles",2007,"Sep",4899000,4640700,258300,5.3
"2170","Los Angeles",2007,"Oct",4909000,4655900,253100,5.2
"2171","Los Angeles",2007,"Nov",4944700,4686300,258400,5.2
"2172","Los Angeles",2007,"Dec",4936100,4664800,271300,5.5
"2173","Los Angeles",2008,"Jan",4899200,4597100,302100,6.2
"2174","Los Angeles",2008,"Feb",4915100,4628000,287100,5.8
"2175","Los Angeles",2008,"Mar",4923300,4619200,304100,6.2
"2176","Los Angeles",2008,"Apr",4906500,4615000,291500,5.9
"2177","Los Angeles",2008,"May",4904500,4575900,328600,6.7
"2178","Los Angeles",2008,"Jun",4902600,4549900,352700,7.2
"2179","Los Angeles",2008,"Jul",4968800,4561800,407000,8.2
"2180","Los Angeles",2008,"Aug",4948300,4533500,414800,8.4
"2181","Los Angeles",2008,"Sep",4949700,4542300,407400,8.2
"2182","Los Angeles",2008,"Oct",4977000,4555400,421600,8.5
"2183","Los Angeles",2008,"Nov",4974400,4534600,439800,8.8
"2184","Los Angeles",2008,"Dec",4962500,4490100,472400,9.5
"2185","Los Angeles",2009,"Jan",4924200,4402000,522200,10.6
"2186","Los Angeles",2009,"Feb",4945600,4412300,533400,10.8
"2187","Los Angeles",2009,"Mar",4927900,4385200,542700,11
"2188","Los Angeles",2009,"Apr",4919200,4396500,522700,10.6
"2189","Los Angeles",2009,"May",4911800,4361300,550400,11.2
"2190","Los Angeles",2009,"Jun",4914200,4337900,576300,11.7
"2191","Los Angeles",2009,"Jul",4943900,4323500,620400,12.5
"2192","Los Angeles",2009,"Aug",4905900,4297900,608000,12.4
"2193","Los Angeles",2009,"Sep",4881000,4284900,596100,12.2
"2194","Los Angeles",2009,"Oct",4876700,4285400,591200,12.1
"2195","Los Angeles",2009,"Nov",4886300,4308700,577600,11.8
"2196","Los Angeles",2009,"Dec",4854800,4276200,578600,11.9
"2197","Los Angeles",2010,"Jan",4879100,4256700,622300,12.8
"2198","Los Angeles",2010,"Feb",4893100,4285300,607700,12.4
"2199","Los Angeles",2010,"Mar",4893700,4290000,603700,12.3
"2200","Los Angeles",2010,"Apr",4917100,4325500,591500,12
"2201","Los Angeles",2010,"May",4895100,4308400,586700,12
"2202","Los Angeles",2010,"Jun",4882300,4283400,598900,12.3
"2203","Los Angeles",2010,"Jul",4943300,4291700,651600,13.2
"2204","Los Angeles",2010,"Aug",4944700,4299300,645400,13.1
"2205","Los Angeles",2010,"Sep",4938600,4317200,621400,12.6
"2206","Los Angeles",2010,"Oct",4930900,4318200,612800,12.4
"2207","Los Angeles",2010,"Nov",4950400,4321300,629100,12.7
"2208","Los Angeles",2010,"Dec",4940200,4330300,609900,12.3
"2209","Los Angeles",2011,"Jan",4923700,4297600,626200,12.7
"2210","Los Angeles",2011,"Feb",4938100,4332200,605900,12.3
"2211","Los Angeles",2011,"Mar",4932300,4340600,591600,12
"2212","Los Angeles",2011,"Apr",4916000,4338700,577300,11.7
"2213","Los Angeles",2011,"May",4906000,4327500,578400,11.8
"2214","Los Angeles",2011,"Jun",4904700,4295500,609200,12.4
"2215","Los Angeles",2011,"Jul",4942500,4300000,642500,13
"2216","Los Angeles",2011,"Aug",4937700,4306800,630900,12.8
"2217","Los Angeles",2011,"Sep",4945600,4333400,612200,12.4
"2218","Los Angeles",2011,"Oct",4937400,4345300,592200,12
"2219","Los Angeles",2011,"Nov",4931300,4359200,572100,11.6
"2220","Los Angeles",2011,"Dec",4926200,4358300,567900,11.5
"2221","Los Angeles",2012,"Jan",4888000,4309800,578200,11.8
"2222","Los Angeles",2012,"Feb",4916800,4350900,565900,11.5
"2223","Los Angeles",2012,"Mar",4905500,4358100,547500,11.2
"2224","Los Angeles",2012,"Apr",4892700,4374700,518000,10.6
"2225","Los Angeles",2012,"May",4902000,4378000,523900,10.7
"2226","Los Angeles",2012,"Jun",4902700,4357400,545300,11.1
"2227","Los Angeles",2012,"Jul",4944400,4362500,581900,11.8
"2228","Los Angeles",2012,"Aug",4917100,4366100,551000,11.2
"2229","Los Angeles",2012,"Sep",4930600,4415700,514900,10.4
"2230","Los Angeles",2012,"Oct",4951900,4438800,513100,10.4
"2231","Los Angeles",2012,"Nov",4950900,4454800,496100,10
"2232","Los Angeles",2012,"Dec",4959500,4457300,502200,10.1
"2233","Los Angeles",2013,"Jan",4941300,4406400,534800,10.8
"2234","Los Angeles",2013,"Feb",4953300,4448500,504800,10.2
"2235","Los Angeles",2013,"Mar",4937200,4452200,485000,9.8
"2236","Los Angeles",2013,"Apr",4942800,4476600,466300,9.4
"2237","Los Angeles",2013,"May",4960900,4487600,473300,9.5
"2238","Los Angeles",2013,"Jun",4982500,4475100,507400,10.2
"2239","Los Angeles",2013,"Jul",5022700,4494800,527900,10.5
"2240","Los Angeles",2013,"Aug",5001200,4501900,499300,10
"2241","Los Angeles",2013,"Sep",5011100,4536400,474700,9.5
"2242","Los Angeles",2013,"Oct",4992100,4525700,466400,9.3
"2243","Los Angeles",2013,"Nov",5009200,4563300,445800,8.9
"2244","Los Angeles",2013,"Dec",4993800,4564100,429700,8.6
"2245","Los Angeles",2014,"Jan",4989400,4539700,449700,9
"2246","Los Angeles",2014,"Feb",5016500,4576300,440300,8.8
"2247","Los Angeles",2014,"Mar",5027100,4593700,433400,8.6
"2248","Los Angeles",2014,"Apr",4991300,4598500,392900,7.9
"2249","Los Angeles",2014,"May",5002500,4601300,401200,8
"2250","Los Angeles",2014,"Jun",5004500,4589800,414700,8.3
"2251","Los Angeles",2014,"Jul",5047500,4595900,451600,8.9
"2252","Los Angeles",2014,"Aug",5040600,4607300,433200,8.6
"2253","Los Angeles",2014,"Sep",5045600,4641800,403800,8
"2254","Los Angeles",2014,"Oct",5057300,4662000,395200,7.8
"2255","Los Angeles",2014,"Nov",5057500,4669500,388000,7.7
"2256","Los Angeles",2014,"Dec",5030400,4662200,368200,7.3
"2257","Los Angeles",2015,"Jan",5027200,4631600,395600,7.9
"2258","Los Angeles",2015,"Feb",5047600,4673100,374500,7.4
"2259","Los Angeles",2015,"Mar",5031700,4672100,359600,7.1
"2260","Los Angeles",2015,"Apr",5022300,4682100,340200,6.8
"2261","Los Angeles",2015,"May",5028100,4684200,343900,6.8
"2262","Los Angeles",2015,"Jun",4996400,4652100,344200,6.9
"2263","Los Angeles",2015,"Jul",5024800,4661100,363700,7.2
"2264","Los Angeles",2015,"Aug",4996000,4660200,335800,6.7
"2265","Los Angeles",2015,"Sep",4987500,4678900,308700,6.2
"2266","Los Angeles",2015,"Oct",4992900,4692400,300500,6
"2267","Los Angeles",2015,"Nov",4994400,4702800,291500,5.8
"2268","Los Angeles",2015,"Dec",4991700,4707500,284100,5.7
"2269","Los Angeles",2016,"Jan",4975600,4678500,297000,6
"2270","Los Angeles",2016,"Feb",5018700,4740200,278500,5.5
"2271","Los Angeles",2016,"Mar",5011400,4759100,252200,5
"2272","Los Angeles",2016,"Apr",5012000,4777400,234600,4.7
"2273","Los Angeles",2016,"May",4993300,4778500,214900,4.3
"2274","Los Angeles",2016,"Jun",5041200,4778300,262900,5.2
"2275","Los Angeles",2016,"Jul",5114300,4832800,281500,5.5
"2276","Los Angeles",2016,"Aug",5115900,4844700,271200,5.3
"2277","Los Angeles",2016,"Sep",5150300,4880900,269400,5.2
"2278","Los Angeles",2016,"Oct",5140200,4878600,261600,5.1
"2279","Los Angeles",2016,"Nov",5109300,4862800,246500,4.8
"2280","Los Angeles",2016,"Dec",5071100,4831200,239900,4.7
"2281","Madera",2007,"Jan",64000,58900,5100,8
"2282","Madera",2007,"Feb",62200,57000,5200,8.4
"2283","Madera",2007,"Mar",60700,55500,5200,8.6
"2284","Madera",2007,"Apr",62000,56900,5100,8.2
"2285","Madera",2007,"May",63300,58900,4500,7.1
"2286","Madera",2007,"Jun",64700,60200,4500,7
"2287","Madera",2007,"Jul",64000,59300,4800,7.4
"2288","Madera",2007,"Aug",64000,59800,4200,6.6
"2289","Madera",2007,"Sep",65800,61800,4000,6.1
"2290","Madera",2007,"Oct",63200,59000,4200,6.7
"2291","Madera",2007,"Nov",62500,57600,4800,7.7
"2292","Madera",2007,"Dec",65100,59700,5400,8.3
"2293","Madera",2008,"Jan",65400,59500,5900,9.1
"2294","Madera",2008,"Feb",65000,59000,6000,9.3
"2295","Madera",2008,"Mar",62200,55700,6500,10.4
"2296","Madera",2008,"Apr",62100,56200,5800,9.4
"2297","Madera",2008,"May",65500,59900,5600,8.6
"2298","Madera",2008,"Jun",65500,59800,5700,8.7
"2299","Madera",2008,"Jul",65200,59100,6000,9.2
"2300","Madera",2008,"Aug",66500,60700,5800,8.7
"2301","Madera",2008,"Sep",69200,63800,5400,7.9
"2302","Madera",2008,"Oct",65000,59000,6000,9.2
"2303","Madera",2008,"Nov",64000,57000,6900,10.9
"2304","Madera",2008,"Dec",65700,58000,7700,11.7
"2305","Madera",2009,"Jan",66500,57900,8600,13
"2306","Madera",2009,"Feb",67100,58100,9100,13.5
"2307","Madera",2009,"Mar",65100,55500,9600,14.7
"2308","Madera",2009,"Apr",64000,55100,8900,13.9
"2309","Madera",2009,"May",68000,59300,8700,12.8
"2310","Madera",2009,"Jun",67900,58800,9200,13.5
"2311","Madera",2009,"Jul",66300,57200,9100,13.8
"2312","Madera",2009,"Aug",68600,60000,8600,12.6
"2313","Madera",2009,"Sep",70000,61700,8300,11.9
"2314","Madera",2009,"Oct",64600,55600,9000,13.9
"2315","Madera",2009,"Nov",64100,54500,9600,15
"2316","Madera",2009,"Dec",66300,56200,10100,15.2
"2317","Madera",2010,"Jan",62200,51600,10700,17.1
"2318","Madera",2010,"Feb",62700,51700,11100,17.6
"2319","Madera",2010,"Mar",60600,49300,11300,18.6
"2320","Madera",2010,"Apr",59500,49000,10500,17.7
"2321","Madera",2010,"May",62700,52700,9900,15.9
"2322","Madera",2010,"Jun",63100,53100,10000,15.8
"2323","Madera",2010,"Jul",60900,50700,10200,16.7
"2324","Madera",2010,"Aug",62100,52500,9700,15.6
"2325","Madera",2010,"Sep",63000,53900,9100,14.4
"2326","Madera",2010,"Oct",60900,51300,9500,15.7
"2327","Madera",2010,"Nov",60000,49600,10400,17.3
"2328","Madera",2010,"Dec",61500,50900,10600,17.3
"2329","Madera",2011,"Jan",63100,52000,11100,17.6
"2330","Madera",2011,"Feb",63100,52200,10900,17.3
"2331","Madera",2011,"Mar",60700,49700,11000,18.2
"2332","Madera",2011,"Apr",59700,49200,10400,17.5
"2333","Madera",2011,"May",60700,51100,9700,15.9
"2334","Madera",2011,"Jun",61000,51000,10100,16.5
"2335","Madera",2011,"Jul",61800,51800,10000,16.3
"2336","Madera",2011,"Aug",62200,52600,9600,15.4
"2337","Madera",2011,"Sep",64000,54900,9000,14.1
"2338","Madera",2011,"Oct",62500,53400,9100,14.6
"2339","Madera",2011,"Nov",61600,52200,9500,15.4
"2340","Madera",2011,"Dec",63700,53900,9800,15.4
"2341","Madera",2012,"Jan",64100,53900,10200,15.9
"2342","Madera",2012,"Feb",64100,53800,10300,16.1
"2343","Madera",2012,"Mar",62200,51800,10400,16.7
"2344","Madera",2012,"Apr",60100,50400,9600,16
"2345","Madera",2012,"May",63400,54300,9100,14.3
"2346","Madera",2012,"Jun",62300,53100,9200,14.8
"2347","Madera",2012,"Jul",62000,52900,9200,14.8
"2348","Madera",2012,"Aug",62600,54200,8400,13.4
"2349","Madera",2012,"Sep",63800,56200,7600,11.9
"2350","Madera",2012,"Oct",62600,54800,7900,12.5
"2351","Madera",2012,"Nov",61300,53000,8200,13.4
"2352","Madera",2012,"Dec",63000,54400,8700,13.7
"2353","Madera",2013,"Jan",64000,54600,9400,14.7
"2354","Madera",2013,"Feb",63900,54800,9000,14.1
"2355","Madera",2013,"Mar",61700,52800,8900,14.4
"2356","Madera",2013,"Apr",61600,53400,8200,13.3
"2357","Madera",2013,"May",64300,56800,7500,11.7
"2358","Madera",2013,"Jun",63500,55700,7800,12.3
"2359","Madera",2013,"Jul",61500,53700,7800,12.6
"2360","Madera",2013,"Aug",63600,56400,7200,11.2
"2361","Madera",2013,"Sep",63000,56300,6700,10.6
"2362","Madera",2013,"Oct",61400,54400,7000,11.4
"2363","Madera",2013,"Nov",59500,52100,7300,12.3
"2364","Madera",2013,"Dec",61100,53600,7400,12.1
"2365","Madera",2014,"Jan",64000,55900,8100,12.6
"2366","Madera",2014,"Feb",64000,55900,8100,12.6
"2367","Madera",2014,"Mar",62500,54200,8300,13.3
"2368","Madera",2014,"Apr",62200,55000,7200,11.6
"2369","Madera",2014,"May",63200,56500,6700,10.6
"2370","Madera",2014,"Jun",62500,55900,6600,10.6
"2371","Madera",2014,"Jul",61700,54900,6800,11
"2372","Madera",2014,"Aug",62800,56500,6300,10
"2373","Madera",2014,"Sep",63000,57400,5600,8.9
"2374","Madera",2014,"Oct",61100,55200,5900,9.7
"2375","Madera",2014,"Nov",59200,52400,6900,11.6
"2376","Madera",2014,"Dec",59700,52700,7000,11.8
"2377","Madera",2015,"Jan",61900,54300,7600,12.3
"2378","Madera",2015,"Feb",62500,55200,7300,11.7
"2379","Madera",2015,"Mar",60400,53000,7400,12.3
"2380","Madera",2015,"Apr",60100,53500,6600,10.9
"2381","Madera",2015,"May",61000,54700,6300,10.3
"2382","Madera",2015,"Jun",61000,54900,6100,10.1
"2383","Madera",2015,"Jul",60100,53900,6200,10.3
"2384","Madera",2015,"Aug",60700,55200,5600,9.2
"2385","Madera",2015,"Sep",60400,55400,5000,8.3
"2386","Madera",2015,"Oct",59500,53900,5600,9.3
"2387","Madera",2015,"Nov",59100,52900,6200,10.4
"2388","Madera",2015,"Dec",60100,53700,6300,10.5
"2389","Madera",2016,"Jan",62300,56000,6300,10.2
"2390","Madera",2016,"Feb",62500,56300,6200,9.9
"2391","Madera",2016,"Mar",61300,54900,6400,10.5
"2392","Madera",2016,"Apr",61100,55200,5900,9.6
"2393","Madera",2016,"May",61400,56300,5200,8.4
"2394","Madera",2016,"Jun",62500,56700,5800,9.3
"2395","Madera",2016,"Jul",62000,56100,5800,9.4
"2396","Madera",2016,"Aug",63100,57900,5200,8.2
"2397","Madera",2016,"Sep",62900,58100,4800,7.6
"2398","Madera",2016,"Oct",61200,56100,5100,8.4
"2399","Madera",2016,"Nov",60200,54800,5400,8.9
"2400","Madera",2016,"Dec",60900,55100,5800,9.4
"2401","Marin",2007,"Jan",130600,125700,4800,3.7
"2402","Marin",2007,"Feb",131200,126500,4700,3.6
"2403","Marin",2007,"Mar",131200,126500,4700,3.6
"2404","Marin",2007,"Apr",130000,125600,4300,3.3
"2405","Marin",2007,"May",130300,126100,4200,3.2
"2406","Marin",2007,"Jun",131200,126400,4900,3.7
"2407","Marin",2007,"Jul",132900,127700,5200,3.9
"2408","Marin",2007,"Aug",132400,127300,5100,3.8
"2409","Marin",2007,"Sep",132600,127700,4900,3.7
"2410","Marin",2007,"Oct",133100,128100,5000,3.7
"2411","Marin",2007,"Nov",133900,128800,5100,3.8
"2412","Marin",2007,"Dec",133600,128600,5000,3.8
"2413","Marin",2008,"Jan",130400,125000,5400,4.1
"2414","Marin",2008,"Feb",130500,125300,5200,4
"2415","Marin",2008,"Mar",131100,125500,5600,4.3
"2416","Marin",2008,"Apr",131100,126000,5200,3.9
"2417","Marin",2008,"May",131200,125600,5600,4.3
"2418","Marin",2008,"Jun",132100,125800,6300,4.8
"2419","Marin",2008,"Jul",134000,127100,6900,5.2
"2420","Marin",2008,"Aug",133400,126500,6900,5.2
"2421","Marin",2008,"Sep",132900,126400,6500,4.9
"2422","Marin",2008,"Oct",133500,126800,6700,5
"2423","Marin",2008,"Nov",133200,126200,7100,5.3
"2424","Marin",2008,"Dec",133200,125800,7400,5.6
"2425","Marin",2009,"Jan",132300,123600,8600,6.5
"2426","Marin",2009,"Feb",132600,123700,9000,6.8
"2427","Marin",2009,"Mar",132500,122900,9600,7.2
"2428","Marin",2009,"Apr",132000,122700,9300,7
"2429","Marin",2009,"May",131200,121600,9600,7.3
"2430","Marin",2009,"Jun",131400,121100,10300,7.9
"2431","Marin",2009,"Jul",133200,122500,10700,8
"2432","Marin",2009,"Aug",132500,121900,10600,8
"2433","Marin",2009,"Sep",131400,121000,10300,7.9
"2434","Marin",2009,"Oct",131700,121300,10400,7.9
"2435","Marin",2009,"Nov",132000,121500,10500,7.9
"2436","Marin",2009,"Dec",131100,121000,10200,7.8
"2437","Marin",2010,"Jan",130800,119900,10900,8.4
"2438","Marin",2010,"Feb",131100,120500,10600,8.1
"2439","Marin",2010,"Mar",131700,120800,10900,8.3
"2440","Marin",2010,"Apr",133100,122700,10400,7.8
"2441","Marin",2010,"May",132600,122700,9900,7.5
"2442","Marin",2010,"Jun",132900,122500,10400,7.8
"2443","Marin",2010,"Jul",135700,124900,10800,7.9
"2444","Marin",2010,"Aug",134200,123600,10600,7.9
"2445","Marin",2010,"Sep",133700,123400,10300,7.7
"2446","Marin",2010,"Oct",133900,123700,10200,7.6
"2447","Marin",2010,"Nov",132900,122500,10500,7.9
"2448","Marin",2010,"Dec",133500,123700,9800,7.3
"2449","Marin",2011,"Jan",133800,123400,10500,7.8
"2450","Marin",2011,"Feb",133100,123100,10000,7.5
"2451","Marin",2011,"Mar",133800,123700,10100,7.5
"2452","Marin",2011,"Apr",134400,124900,9500,7.1
"2453","Marin",2011,"May",134600,125300,9300,6.9
"2454","Marin",2011,"Jun",134900,124800,10100,7.5
"2455","Marin",2011,"Jul",135300,125100,10300,7.6
"2456","Marin",2011,"Aug",135200,125100,10100,7.4
"2457","Marin",2011,"Sep",134300,124600,9700,7.3
"2458","Marin",2011,"Oct",135000,125400,9600,7.1
"2459","Marin",2011,"Nov",135100,125700,9400,6.9
"2460","Marin",2011,"Dec",135300,126500,8800,6.5
"2461","Marin",2012,"Jan",134600,125500,9200,6.8
"2462","Marin",2012,"Feb",135600,126400,9200,6.8
"2463","Marin",2012,"Mar",136200,127000,9200,6.8
"2464","Marin",2012,"Apr",135600,127100,8500,6.3
"2465","Marin",2012,"May",136500,128000,8500,6.2
"2466","Marin",2012,"Jun",138000,128900,9100,6.6
"2467","Marin",2012,"Jul",138800,129500,9300,6.7
"2468","Marin",2012,"Aug",138400,129600,8800,6.4
"2469","Marin",2012,"Sep",137200,129100,8000,5.8
"2470","Marin",2012,"Oct",138200,130100,8100,5.9
"2471","Marin",2012,"Nov",137800,129900,7900,5.7
"2472","Marin",2012,"Dec",138700,131000,7700,5.5
"2473","Marin",2013,"Jan",138100,129900,8200,5.9
"2474","Marin",2013,"Feb",137900,130200,7700,5.6
"2475","Marin",2013,"Mar",137600,130300,7400,5.3
"2476","Marin",2013,"Apr",138400,131700,6700,4.9
"2477","Marin",2013,"May",139100,132300,6800,4.9
"2478","Marin",2013,"Jun",140100,132500,7600,5.4
"2479","Marin",2013,"Jul",141000,133300,7700,5.5
"2480","Marin",2013,"Aug",140100,132800,7300,5.2
"2481","Marin",2013,"Sep",138000,131100,6900,5
"2482","Marin",2013,"Oct",137500,130500,7000,5.1
"2483","Marin",2013,"Nov",138500,131800,6700,4.8
"2484","Marin",2013,"Dec",138200,132100,6200,4.5
"2485","Marin",2014,"Jan",137900,131400,6500,4.7
"2486","Marin",2014,"Feb",139000,132300,6700,4.8
"2487","Marin",2014,"Mar",139400,132900,6600,4.7
"2488","Marin",2014,"Apr",138300,132900,5500,3.9
"2489","Marin",2014,"May",139100,133500,5600,4
"2490","Marin",2014,"Jun",139700,133800,5900,4.2
"2491","Marin",2014,"Jul",141900,135400,6500,4.6
"2492","Marin",2014,"Aug",140800,134600,6300,4.4
"2493","Marin",2014,"Sep",139700,134100,5600,4
"2494","Marin",2014,"Oct",140400,134800,5700,4
"2495","Marin",2014,"Nov",140000,134400,5600,4
"2496","Marin",2014,"Dec",139100,134100,5000,3.6
"2497","Marin",2015,"Jan",139800,134200,5600,4
"2498","Marin",2015,"Feb",139500,134300,5300,3.8
"2499","Marin",2015,"Mar",140100,135000,5100,3.7
"2500","Marin",2015,"Apr",140400,135700,4800,3.4
"2501","Marin",2015,"May",141400,136600,4800,3.4
"2502","Marin",2015,"Jun",141300,136400,5000,3.5
"2503","Marin",2015,"Jul",142500,137100,5400,3.8
"2504","Marin",2015,"Aug",142400,137300,5100,3.6
"2505","Marin",2015,"Sep",140900,136200,4600,3.3
"2506","Marin",2015,"Oct",141700,136800,4900,3.4
"2507","Marin",2015,"Nov",141400,136600,4800,3.4
"2508","Marin",2015,"Dec",142000,137400,4600,3.2
"2509","Marin",2016,"Jan",141100,136600,4600,3.2
"2510","Marin",2016,"Feb",141800,137200,4500,3.2
"2511","Marin",2016,"Mar",142200,137600,4600,3.2
"2512","Marin",2016,"Apr",141700,137300,4400,3.1
"2513","Marin",2016,"May",141800,137800,3900,2.8
"2514","Marin",2016,"Jun",143300,138300,5000,3.5
"2515","Marin",2016,"Jul",145200,139900,5300,3.6
"2516","Marin",2016,"Aug",145800,140700,5000,3.5
"2517","Marin",2016,"Sep",145100,140400,4700,3.3
"2518","Marin",2016,"Oct",146300,141500,4800,3.3
"2519","Marin",2016,"Nov",145000,140600,4400,3
"2520","Marin",2016,"Dec",144400,140200,4200,2.9
"2521","Mariposa",2007,"Jan",8660,8020,640,7.4
"2522","Mariposa",2007,"Feb",8640,7990,660,7.6
"2523","Mariposa",2007,"Mar",8620,8000,620,7.2
"2524","Mariposa",2007,"Apr",8560,7990,570,6.7
"2525","Mariposa",2007,"May",8740,8240,510,5.8
"2526","Mariposa",2007,"Jun",9680,9180,500,5.2
"2527","Mariposa",2007,"Jul",10120,9600,520,5.1
"2528","Mariposa",2007,"Aug",9950,9490,460,4.6
"2529","Mariposa",2007,"Sep",9500,9050,450,4.8
"2530","Mariposa",2007,"Oct",9010,8530,480,5.3
"2531","Mariposa",2007,"Nov",8640,8090,550,6.4
"2532","Mariposa",2007,"Dec",8780,8160,610,7
"2533","Mariposa",2008,"Jan",8790,8030,750,8.6
"2534","Mariposa",2008,"Feb",8690,7970,710,8.2
"2535","Mariposa",2008,"Mar",8720,7990,730,8.4
"2536","Mariposa",2008,"Apr",8750,8130,630,7.1
"2537","Mariposa",2008,"May",9230,8620,610,6.6
"2538","Mariposa",2008,"Jun",9990,9370,610,6.1
"2539","Mariposa",2008,"Jul",10260,9620,640,6.2
"2540","Mariposa",2008,"Aug",10180,9540,640,6.3
"2541","Mariposa",2008,"Sep",10100,9460,640,6.3
"2542","Mariposa",2008,"Oct",9260,8570,690,7.5
"2543","Mariposa",2008,"Nov",8730,7930,800,9.2
"2544","Mariposa",2008,"Dec",8750,7870,880,10.1
"2545","Mariposa",2009,"Jan",8770,7670,1100,12.5
